"ID"	"adj.P.Val"	"P.Value"	"t"	"B"	"logFC"	"Gene.symbol"	"Gene.title"
"7963946"	"0.525943"	"2.08e-01"	"1.385472"	"-5.70674"	"0.2210183"	"MMP19"	"matrix metallopeptidase 19"
"7895290"	"0.525958"	"2.08e-01"	"-1.385395"	"-5.70684"	"-0.1351522"	""	""
"7935810"	"0.525977"	"2.08e-01"	"1.385315"	"-5.70694"	"0.095734"	"NDUFB8"	"0DH:ubiquinone oxidoreductase subunit B8"
"8127646"	"0.526187"	"2.09e-01"	"1.38489"	"-5.70745"	"0.124383"	"FILIP1"	"filamin A interacting protein 1"
"8153704"	"0.526187"	"2.09e-01"	"1.384869"	"-5.70748"	"0.1587358"	"SCRT1"	"scratch family transcriptional repressor 1"
"7982723"	"0.526187"	"2.09e-01"	"-1.384863"	"-5.70749"	"-0.119823"	"IVD"	"isovaleryl-CoA dehydrogenase"
"7892814"	"0.526253"	"2.09e-01"	"1.384717"	"-5.70766"	"0.1010612"	""	""
"7896367"	"0.526269"	"2.09e-01"	"-1.38464"	"-5.70776"	"-0.1465887"	""	""
"8104074"	"0.526418"	"2.09e-01"	"1.384383"	"-5.70807"	"0.181245"	"MTNR1A"	"melatonin receptor 1A"
"7972053"	"0.526472"	"2.09e-01"	"-1.384205"	"-5.70829"	"-0.1916133"	""	""
"7965060"	"0.526472"	"2.09e-01"	"-1.384198"	"-5.70829"	"-0.2344394"	"BBS10"	"Bardet-Biedl syndrome 10"
"7915609"	"0.526575"	"2.09e-01"	"-1.383908"	"-5.70865"	"-0.1467767"	"TCTEX1D4"	"Tctex1 domain containing 4"
"8034589"	"0.526575"	"2.09e-01"	"-1.383907"	"-5.70865"	"-0.1168202"	"FARSA"	"phenylalanyl-tR0 synthetase alpha subunit"
"7893262"	"0.526575"	"2.09e-01"	"1.383891"	"-5.70867"	"0.1082861"	""	""
"7955290"	"0.526749"	"2.09e-01"	"1.383599"	"-5.70902"	"0.1095655"	"AQP2"	"aquaporin 2"
"7953547"	"0.526773"	"2.09e-01"	"-1.383482"	"-5.70917"	"-0.1227579"	"ATN1"	"atrophin 1"
"8055406"	"0.526773"	"2.09e-01"	"1.383438"	"-5.70922"	"0.2012296"	"LCT"	"lactase"
"8135661"	"0.526773"	"2.09e-01"	"-1.3834"	"-5.70927"	"-0.1039189"	"CFTR"	"cystic fibrosis transmembrane conductance regulator"
"8006999"	"0.526815"	"2.09e-01"	"1.383271"	"-5.70942"	"0.1332107"	"CSF3"	"colony stimulating factor 3"
"7893848"	"0.526815"	"2.09e-01"	"-1.383232"	"-5.70947"	"-0.2456055"	""	""
"8180203"	"0.526858"	"2.09e-01"	"1.382998"	"-5.70975"	"0.0995405"	""	""
"7918457"	"0.526858"	"2.09e-01"	"1.382981"	"-5.70977"	"0.1015665"	"KC03"	"potassium voltage-gated channel subfamily A member 3"
"8107934"	"0.526858"	"2.09e-01"	"1.382952"	"-5.70981"	"0.1366326"	"C5orf56"	"chromosome 5 open reading frame 56"
"7902306"	"0.526858"	"2.09e-01"	"1.382909"	"-5.70986"	"0.1566076"	""	""
"7939920"	"0.526858"	"2.09e-01"	"-1.382895"	"-5.70988"	"-0.1120241"	""	""
"7973983"	"0.526881"	"2.09e-01"	"1.382809"	"-5.70998"	"0.1430085"	""	""
"8172333"	"0.526888"	"2.09e-01"	"-1.38274"	"-5.71007"	"-0.138259"	"CFP"	"complement factor properdin"
"8050844"	"0.526888"	"2.09e-01"	"1.382666"	"-5.71016"	"0.1236003"	"LOC100131510"	"uncharacterized LOC100131510"
"7988467"	"0.526888"	"2.09e-01"	"-1.382613"	"-5.71022"	"-0.1861974"	"FBN1"	"fibrillin 1"
"8062689"	"0.526888"	"2.09e-01"	"1.382577"	"-5.71027"	"0.1006455"	""	""
"7893090"	"0.526964"	"2.09e-01"	"1.382411"	"-5.71047"	"0.0994026"	""	""
"8098916"	"0.526964"	"2.09e-01"	"1.38236"	"-5.71053"	"0.1062496"	"TMEM129"	"transmembrane protein 129"
"8169701"	"0.526964"	"2.09e-01"	"-1.382307"	"-5.71059"	"-0.1398471"	"MCTS1"	"MCTS1, re-initiation and release factor"
"7942991"	"0.526969"	"2.09e-01"	"1.382199"	"-5.71073"	"0.1027375"	"TYR"	"tyrosinase"
"7893511"	"0.526969"	"2.09e-01"	"1.382188"	"-5.71074"	"0.4055159"	""	""
"8042308"	"0.526969"	"2.09e-01"	"1.382133"	"-5.71081"	"0.1074622"	""	""
"8006479"	"0.526989"	"2.09e-01"	"1.382002"	"-5.71097"	"0.1130069"	"LIG3"	"D0 ligase 3"
"8152812"	"0.526989"	"2.09e-01"	"-1.381994"	"-5.71097"	"-0.1227704"	"FAM84B"	"family with sequence similarity 84 member B"
"7906613"	"0.527056"	"2.10e-01"	"1.381848"	"-5.71115"	"0.1255282"	"SLAMF7"	"SLAM family member 7"
"7894414"	"0.527088"	"2.10e-01"	"-1.381749"	"-5.71127"	"-0.1884847"	""	""
"8042119"	"0.527094"	"2.10e-01"	"-1.381683"	"-5.71135"	"-0.1327148"	"PAPOLG"	"poly(A) polymerase gamma"
"7894637"	"0.527094"	"2.10e-01"	"1.381631"	"-5.71142"	"0.263063"	""	""
"7983606"	"0.527152"	"2.10e-01"	"1.381444"	"-5.71164"	"0.1485387"	"EID1"	"EP300 interacting inhibitor of differentiation 1"
"8167878"	"0.527152"	"2.10e-01"	"-1.381391"	"-5.71171"	"-0.1413965"	""	""
"7989245"	"0.527152"	"2.10e-01"	"1.381276"	"-5.71185"	"0.1780279"	"HSP90AB4P"	"heat shock protein 90 alpha family class B member 4, pseudogene"
"8070900"	"0.527152"	"2.10e-01"	"1.381263"	"-5.71186"	"0.1541359"	""	""
"8107673"	"0.527152"	"2.10e-01"	"-1.381241"	"-5.71189"	"-0.1028887"	"GRAMD3"	"GRAM domain containing 3"
"8168976"	"0.527152"	"2.10e-01"	"1.381218"	"-5.71192"	"0.1649574"	"ARMCX5-GPRASP2///GPRASP2"	"ARMCX5-GPRASP2 readthrough///G protein-coupled receptor associated sorting protein 2"
"7893969"	"0.527188"	"2.10e-01"	"-1.381115"	"-5.71204"	"-0.4024553"	""	""
"7971711"	"0.52736"	"2.10e-01"	"-1.380825"	"-5.7124"	"-0.1649099"	""	""
"7963348"	"0.527714"	"2.10e-01"	"1.38029"	"-5.71305"	"0.1831289"	""	""
"7921449"	"0.527825"	"2.10e-01"	"-1.380085"	"-5.71329"	"-0.0961457"	"CRP"	"C-reactive protein, pentraxin-related"
"7912224"	"0.527833"	"2.10e-01"	"-1.379975"	"-5.71343"	"-0.1262012"	"SLC2A5"	"solute carrier family 2 member 5"
"8004408"	"0.527833"	"2.10e-01"	"1.379963"	"-5.71344"	"0.1336177"	"FGF11"	"fibroblast growth factor 11"
"7893958"	"0.527868"	"2.10e-01"	"1.379861"	"-5.71357"	"0.424396"	""	""
"7981460"	"0.527917"	"2.10e-01"	"-1.379705"	"-5.71376"	"-0.1097722"	"PPP1R13B"	"protein phosphatase 1 regulatory subunit 13B"
"7926541"	"0.527917"	"2.10e-01"	"1.379682"	"-5.71378"	"0.1264178"	""	""
"7969324"	"0.528118"	"2.10e-01"	"1.379345"	"-5.71419"	"0.1154137"	"PRR20E///PRR20D///PRR20C///PRR20B///PRR20A"	"proline rich 20E///proline rich 20D///proline rich 20C///proline rich 20B///proline rich 20A"
"8126446"	"0.528118"	"2.10e-01"	"-1.3793"	"-5.71425"	"-0.1593508"	"C6orf226"	"chromosome 6 open reading frame 226"
"8131301"	"0.528223"	"2.10e-01"	"-1.379102"	"-5.71449"	"-0.1193667"	""	""
"7963121"	"0.52831"	"2.10e-01"	"1.378929"	"-5.7147"	"0.1234679"	"NCKAP5L"	"NCK associated protein 5 like"
"7892505"	"0.528417"	"2.10e-01"	"1.378698"	"-5.71498"	"0.2672603"	""	""
"8062404"	"0.528417"	"2.10e-01"	"1.378673"	"-5.71501"	"0.1727905"	"LOC100287792"	"uncharacterized LOC100287792"
"8121683"	"0.528454"	"2.10e-01"	"-1.378568"	"-5.71514"	"-0.1002578"	""	""
"8009755"	"0.528522"	"2.11e-01"	"-1.37842"	"-5.71532"	"-0.1287169"	"ARMC7"	"armadillo repeat containing 7"
"7896817"	"0.528525"	"2.11e-01"	"1.37836"	"-5.71539"	"0.1393588"	"ISG15"	"ISG15 ubiquitin-like modifier"
"7975725"	"0.528569"	"2.11e-01"	"-1.378245"	"-5.71553"	"-0.130962"	"YLPM1"	"YLP motif containing 1"
"8039574"	"0.528595"	"2.11e-01"	"-1.378156"	"-5.71564"	"-0.1984939"	"ZSCAN5B"	"zinc finger and SCAN domain containing 5B"
"7896472"	"0.5287"	"2.11e-01"	"-1.377943"	"-5.7159"	"-0.2391067"	""	""
"8043572"	"0.5287"	"2.11e-01"	"-1.377902"	"-5.71594"	"-0.1097399"	""	""
"8143594"	"0.528814"	"2.11e-01"	"1.377669"	"-5.71623"	"0.1004716"	""	""
"7995017"	"0.528814"	"2.11e-01"	"1.377637"	"-5.71627"	"0.1083855"	"STX4"	"syntaxin 4"
"8049542"	"0.52891"	"2.11e-01"	"1.377417"	"-5.71653"	"0.2074985"	"LRRFIP1"	"LRR binding FLII interacting protein 1"
"8069764"	"0.52891"	"2.11e-01"	"1.377391"	"-5.71656"	"0.1998137"	""	""
"8136610"	"0.52891"	"2.11e-01"	"1.377341"	"-5.71663"	"0.1290168"	""	""
"7911231"	"0.528949"	"2.11e-01"	"1.377234"	"-5.71676"	"0.0975266"	"OR2W3///TRIM58"	"olfactory receptor family 2 subfamily W member 3///tripartite motif containing 58"
"7896111"	"0.528982"	"2.11e-01"	"1.377133"	"-5.71688"	"0.0937967"	""	""
"8172573"	"0.529"	"2.11e-01"	"1.377054"	"-5.71697"	"0.1347818"	"SYP"	"synaptophysin"
"7931873"	"0.529021"	"2.11e-01"	"1.376969"	"-5.71708"	"0.1042643"	"GDI2"	"GDP dissociation inhibitor 2"
"8098379"	"0.529047"	"2.11e-01"	"1.376863"	"-5.7172"	"0.1094178"	"WDR17"	"WD repeat domain 17"
"7943984"	"0.529047"	"2.11e-01"	"1.376798"	"-5.71728"	"0.0915945"	"ZBTB16"	"zinc finger and BTB domain containing 16"
"7895548"	"0.529047"	"2.11e-01"	"-1.376769"	"-5.71732"	"-0.1580959"	""	""
"7927552"	"0.529061"	"2.11e-01"	"-1.376515"	"-5.71763"	"-0.2213689"	"AGAP5///AGAP9///AGAP12P///AGAP6///AGAP11///AGAP4"	"ArfGAP with GTPase domain, ankyrin repeat and PH domain 5///ArfGAP with GTPase domain, ankyrin repeat and PH domain 9///ArfGAP with GTPase domain, ankyrin repeat and PH domain 12, pseudogene///ArfGAP with GTPase domain, ankyrin repeat and PH domain 6///ArfGAP with GTPase domain, ankyrin repeat and PH domain 11///ArfGAP with GTPase domain, ankyrin repeat and PH domain 4"
"8070665"	"0.529061"	"2.11e-01"	"1.376425"	"-5.71774"	"0.225243"	"LOC102724428///SIK1"	"serine/threonine-protein kinase SIK1///salt inducible kinase 1"
"8134463"	"0.529061"	"2.11e-01"	"1.376409"	"-5.71776"	"0.1311336"	"NPTX2"	"neuronal pentraxin 2"
"8179364"	"0.529061"	"2.11e-01"	"-1.376342"	"-5.71784"	"-0.1404485"	"SKIV2L"	"Ski2 like R0 helicase"
"7921429"	"0.529061"	"2.11e-01"	"1.376336"	"-5.71784"	"0.1146036"	"OR6N2"	"olfactory receptor family 6 subfamily N member 2"
"8104650"	"0.529061"	"2.11e-01"	"-1.376336"	"-5.71784"	"-0.1040993"	""	""
"7961455"	"0.529061"	"2.11e-01"	"1.376271"	"-5.71792"	"0.1385847"	"GUCY2C"	"guanylate cyclase 2C"
"8061122"	"0.529061"	"2.11e-01"	"1.376264"	"-5.71793"	"0.2195858"	"BANF2"	"barrier to autointegration factor 2"
"7970413"	"0.529061"	"2.11e-01"	"-1.37625"	"-5.71795"	"-0.1029527"	"PSPC1"	"paraspeckle component 1"
"7997735"	"0.529065"	"2.11e-01"	"1.376189"	"-5.71802"	"0.1414171"	"FOXL1"	"forkhead box L1"
"7997875"	"0.529094"	"2.11e-01"	"-1.376095"	"-5.71814"	"-0.107564"	"LINC00304"	"long intergenic non-protein coding R0 304"
"7892625"	"0.529473"	"2.11e-01"	"-1.375524"	"-5.71883"	"-0.1485967"	""	""
"8155246"	"0.529473"	"2.11e-01"	"1.375457"	"-5.71891"	"0.1553132"	""	""
"7976061"	"0.529473"	"2.11e-01"	"1.375417"	"-5.71896"	"0.1034885"	""	""
"7896592"	"0.529474"	"2.11e-01"	"1.375342"	"-5.71905"	"0.1335123"	""	""
"8120277"	"0.529474"	"2.11e-01"	"1.375304"	"-5.7191"	"0.2719781"	""	""
"8180208"	"0.52952"	"2.11e-01"	"1.375162"	"-5.71927"	"0.1767428"	""	""
"8042769"	"0.52952"	"2.11e-01"	"1.375099"	"-5.71934"	"0.1231853"	"C2orf78"	"chromosome 2 open reading frame 78"
"8065244"	"0.52952"	"2.12e-01"	"1.375077"	"-5.71937"	"0.1221524"	"C20orf78"	"chromosome 20 open reading frame 78"
"8068100"	"0.529737"	"2.12e-01"	"-1.374728"	"-5.71979"	"-0.1210827"	"LINC00189"	"long intergenic non-protein coding R0 189"
"8123129"	"0.529753"	"2.12e-01"	"1.374614"	"-5.71993"	"0.1189145"	"WTAP"	"Wilms tumor 1 associated protein"
"7921179"	"0.529753"	"2.12e-01"	"-1.374462"	"-5.72012"	"-0.1595678"	"ARHGEF11"	"Rho guanine nucleotide exchange factor 11"
"7909789"	"0.529753"	"2.12e-01"	"1.374447"	"-5.72013"	"0.1259038"	"TGFB2"	"transforming growth factor beta 2"
"7929061"	"0.529753"	"2.12e-01"	"1.374399"	"-5.72019"	"0.1957085"	"IFIT1B"	"interferon induced protein with tetratricopeptide repeats 1B"
"7947867"	"0.529753"	"2.12e-01"	"-1.374374"	"-5.72022"	"-0.1709687"	"PSMC3"	"proteasome 26S subunit, ATPase 3"
"8110882"	"0.529753"	"2.12e-01"	"1.374364"	"-5.72023"	"0.1334616"	"FLJ33360"	"FLJ33360 protein"
"7894121"	"0.529753"	"2.12e-01"	"-1.374319"	"-5.72029"	"-0.3956683"	""	""
"7895259"	"0.530129"	"2.12e-01"	"-1.37375"	"-5.72098"	"-0.3256938"	""	""
"7892899"	"0.530129"	"2.12e-01"	"1.373692"	"-5.72105"	"0.1078177"	""	""
"8092705"	"0.530129"	"2.12e-01"	"1.373631"	"-5.72112"	"0.1486316"	""	""
"8115677"	"0.530129"	"2.12e-01"	"-1.373591"	"-5.72117"	"-0.1422177"	""	""
"8045525"	"0.530136"	"2.12e-01"	"-1.373526"	"-5.72125"	"-0.1362029"	""	""
"7893890"	"0.53033"	"2.12e-01"	"-1.373209"	"-5.72163"	"-0.3512925"	""	""
"7903010"	"0.530385"	"2.12e-01"	"1.372872"	"-5.72204"	"0.1007618"	"RPL5"	"ribosomal protein L5"
"7994655"	"0.530385"	"2.12e-01"	"-1.372822"	"-5.7221"	"-0.1658332"	"PAGR1"	"PAXIP1 associated glutamate rich protein 1"
"8081676"	"0.530385"	"2.12e-01"	"-1.37276"	"-5.72218"	"-0.1631454"	"GTPBP8"	"GTP binding protein 8 (putative)"
"8115164"	"0.530385"	"2.12e-01"	"1.372704"	"-5.72225"	"0.2801838"	""	""
"8093578"	"0.530385"	"2.12e-01"	"1.372644"	"-5.72232"	"0.1249162"	"0T8L"	"N-acetyltransferase 8 like"
"8143899"	"0.530385"	"2.12e-01"	"1.372534"	"-5.72245"	"0.1873288"	""	""
"8161114"	"0.530385"	"2.12e-01"	"-1.372476"	"-5.72252"	"-0.0934238"	"GBA2"	"glucosylceramidase beta 2"
"8043100"	"0.530385"	"2.12e-01"	"1.372451"	"-5.72255"	"0.1147823"	"TMSB10"	"thymosin beta 10"
"8144230"	"0.530385"	"2.12e-01"	"-1.37244"	"-5.72256"	"-0.1011826"	"ZNF596"	"zinc finger protein 596"
"7893859"	"0.530385"	"2.12e-01"	"-1.372426"	"-5.72258"	"-0.2841713"	""	""
"8037853"	"0.530385"	"2.12e-01"	"1.372344"	"-5.72268"	"0.1048055"	"TMEM160"	"transmembrane protein 160"
"8100227"	"0.530385"	"2.12e-01"	"1.372338"	"-5.72269"	"0.5177289"	""	""
"7895510"	"0.530385"	"2.12e-01"	"-1.372329"	"-5.7227"	"-0.1119573"	""	""
"8055273"	"0.530385"	"2.12e-01"	"-1.372326"	"-5.7227"	"-0.095318"	""	""
"7934072"	"0.530385"	"2.12e-01"	"1.372303"	"-5.72273"	"0.1273696"	""	""
"8134644"	"0.530385"	"2.12e-01"	"-1.37225"	"-5.7228"	"-0.1263315"	"ZSCAN25"	"zinc finger and SCAN domain containing 25"
"7894913"	"0.530409"	"2.12e-01"	"-1.372162"	"-5.7229"	"-0.3313238"	""	""
"8133167"	"0.530624"	"2.12e-01"	"-1.371816"	"-5.72332"	"-0.1280936"	"KCTD7"	"potassium channel tetramerization domain containing 7"
"8106350"	"0.530654"	"2.13e-01"	"-1.371721"	"-5.72344"	"-0.1405309"	""	""
"8052680"	"0.530767"	"2.13e-01"	"-1.371513"	"-5.72369"	"-0.1012832"	"RAB1A"	"RAB1A, member RAS oncogene family"
"8037079"	"0.530779"	"2.13e-01"	"1.371442"	"-5.72377"	"0.0971735"	"ATP1A3"	"ATPase Na+/K+ transporting subunit alpha 3"
"7962250"	"0.530883"	"2.13e-01"	"-1.371242"	"-5.72401"	"-0.1579446"	"CPNE8"	"copine 8"
"7955250"	"0.530883"	"2.13e-01"	"1.371191"	"-5.72408"	"0.1539313"	"PRPF40B"	"pre-mR0 processing factor 40 homolog B"
"8121649"	"0.530922"	"2.13e-01"	"-1.371067"	"-5.72423"	"-0.1297542"	"RFX6"	"regulatory factor X6"
"7968835"	"0.530922"	"2.13e-01"	"-1.371029"	"-5.72427"	"-0.2248629"	"AKAP11"	"A-kinase anchoring protein 11"
"7895231"	"0.530963"	"2.13e-01"	"-1.370918"	"-5.72441"	"-0.1468777"	""	""
"7895544"	"0.530983"	"2.13e-01"	"1.370833"	"-5.72451"	"0.1872643"	""	""
"8083994"	"0.530983"	"2.13e-01"	"-1.370633"	"-5.72475"	"-0.1576055"	""	""
"8063942"	"0.530983"	"2.13e-01"	"1.370627"	"-5.72476"	"0.1114283"	"NTSR1"	"neurotensin receptor 1 (high affinity)"
"8113232"	"0.530983"	"2.13e-01"	"1.37062"	"-5.72477"	"0.1275504"	""	""
"7962590"	"0.530983"	"2.13e-01"	"-1.370615"	"-5.72477"	"-0.129182"	"RPAP3"	"R0 polymerase II associated protein 3"
"8007123"	"0.531012"	"2.13e-01"	"-1.37052"	"-5.72489"	"-0.2242572"	"KRTAP9-6///KRTAP9-7///KRTAP9-1///KRTAP9-4///KRTAP9-8///KRTAP9-3///KRTAP9-2///KRTAP9-9"	"keratin associated protein 9-6///keratin associated protein 9-7///keratin associated protein 9-1///keratin associated protein 9-4///keratin associated protein 9-8///keratin associated protein 9-3///keratin associated protein 9-2///keratin associated protein 9-9"
"8049187"	"0.531019"	"2.13e-01"	"1.370456"	"-5.72497"	"0.2053603"	"EFHD1"	"EF-hand domain family member D1"
"8046373"	"0.531047"	"2.13e-01"	"-1.370315"	"-5.72514"	"-0.1213531"	"DLX1"	"distal-less homeobox 1"
"8020129"	"0.531047"	"2.13e-01"	"1.370308"	"-5.72514"	"0.1092666"	"VAPA"	"VAMP associated protein A"
"7899595"	"0.531047"	"2.13e-01"	"1.370253"	"-5.72521"	"0.1470371"	"MATN1-AS1"	"MATN1 antisense R0 1"
"7894967"	"0.531094"	"2.13e-01"	"-1.370114"	"-5.72538"	"-0.4438661"	""	""
"8149590"	"0.531094"	"2.13e-01"	"-1.37005"	"-5.72546"	"-0.427854"	""	""
"7894136"	"0.531094"	"2.13e-01"	"-1.370004"	"-5.72551"	"-0.115779"	""	""
"7895516"	"0.531094"	"2.13e-01"	"-1.369969"	"-5.72556"	"-0.1660137"	""	""
"8121181"	"0.531246"	"2.13e-01"	"1.369708"	"-5.72587"	"0.1009011"	"FHL5"	"four and a half LIM domains 5"
"7985224"	"0.531267"	"2.13e-01"	"-1.369559"	"-5.72605"	"-0.2758263"	"LOC646938///TBC1D2B"	"TBC1 domain family member 2B pseudogene///TBC1 domain family member 2B"
"8042694"	"0.531267"	"2.13e-01"	"-1.369531"	"-5.72608"	"-0.1070374"	""	""
"7919301"	"0.531267"	"2.13e-01"	"1.369497"	"-5.72613"	"0.1216359"	""	""
"8180205"	"0.531267"	"2.13e-01"	"-1.369459"	"-5.72617"	"-0.1176967"	""	""
"7895028"	"0.531321"	"2.13e-01"	"-1.369267"	"-5.7264"	"-0.2939205"	""	""
"7979870"	"0.531321"	"2.13e-01"	"1.369148"	"-5.72655"	"0.1646909"	"CCDC177"	"coiled-coil domain containing 177"
"8097586"	"0.531321"	"2.13e-01"	"-1.369145"	"-5.72655"	"-0.1343295"	"GAB1"	"GRB2 associated binding protein 1"
"7994123"	"0.531321"	"2.13e-01"	"1.369064"	"-5.72665"	"0.1481904"	"CHP2"	"calcineurin like EF-hand protein 2"
"7923005"	"0.531321"	"2.13e-01"	"-1.369009"	"-5.72672"	"-0.1400443"	""	""
"8049532"	"0.531321"	"2.13e-01"	"1.369006"	"-5.72672"	"0.1513293"	"LRRFIP1"	"LRR binding FLII interacting protein 1"
"7894795"	"0.531321"	"2.13e-01"	"1.369001"	"-5.72673"	"0.388003"	""	""
"7893254"	"0.531378"	"2.13e-01"	"-1.368828"	"-5.72694"	"-0.2713309"	""	""
"7969565"	"0.531378"	"2.13e-01"	"-1.368754"	"-5.72702"	"-0.1060852"	""	""
"8081034"	"0.531378"	"2.13e-01"	"-1.368715"	"-5.72707"	"-0.1330958"	""	""
"8034544"	"0.531378"	"2.13e-01"	"1.368606"	"-5.7272"	"0.1378723"	"PRDX2"	"peroxiredoxin 2"
"7913835"	"0.531378"	"2.13e-01"	"-1.368596"	"-5.72722"	"-0.1054619"	"RHCE"	"Rh blood group CcEe antigens"
"7928218"	"0.531378"	"2.13e-01"	"1.368593"	"-5.72722"	"0.1209538"	"CDH23"	"cadherin-related 23"
"7992584"	"0.531421"	"2.13e-01"	"1.368473"	"-5.72736"	"0.2180648"	"D0SE1L2"	"deoxyribonuclease 1 like 2"
"7939665"	"0.531421"	"2.13e-01"	"-1.368425"	"-5.72742"	"-0.1153214"	"MDK"	"midkine (neurite growth-promoting factor 2)"
"7896169"	"0.531453"	"2.14e-01"	"-1.368328"	"-5.72754"	"-0.0999695"	""	""
"8023195"	"0.531526"	"2.14e-01"	"1.368107"	"-5.72781"	"0.1036125"	"SMAD2"	"SMAD family member 2"
"7963774"	"0.531526"	"2.14e-01"	"-1.368072"	"-5.72785"	"-0.1935709"	"ZNF385A"	"zinc finger protein 385A"
"8054837"	"0.531526"	"2.14e-01"	"-1.368064"	"-5.72786"	"-0.2013284"	"C2orf76"	"chromosome 2 open reading frame 76"
"8049952"	"0.53161"	"2.14e-01"	"1.367895"	"-5.72806"	"0.1112072"	"RTP5"	"receptor transporter protein 5 (putative)"
"7919303"	"0.531636"	"2.14e-01"	"-1.367805"	"-5.72817"	"-0.1345392"	"RNVU1-8"	"R0, variant U1 small nuclear 8"
"8135874"	"0.531644"	"2.14e-01"	"-1.367739"	"-5.72825"	"-0.1007404"	""	""
"7948896"	"0.531653"	"2.14e-01"	"-1.367672"	"-5.72833"	"-0.248757"	"SNHG1///SNORD22"	"small nucleolar R0 host gene 1///small nucleolar R0, C/D box 22"
"7916584"	"0.531792"	"2.14e-01"	"1.36743"	"-5.72862"	"0.1596181"	"TACSTD2"	"tumor-associated calcium signal transducer 2"
"8072731"	"0.531841"	"2.14e-01"	"-1.367308"	"-5.72877"	"-0.1292587"	""	""
"8049166"	"0.531912"	"2.14e-01"	"1.367115"	"-5.72901"	"0.1179553"	"CHRNG"	"cholinergic receptor nicotinic gamma subunit"
"8150087"	"0.531912"	"2.14e-01"	"1.367104"	"-5.72902"	"0.1345895"	""	""
"8122334"	"0.53213"	"2.14e-01"	"1.366755"	"-5.72944"	"0.2143751"	"ACKR4"	"atypical chemokine receptor 4"
"7895021"	"0.532161"	"2.14e-01"	"1.366658"	"-5.72956"	"0.3669507"	""	""
"7893716"	"0.532168"	"2.14e-01"	"-1.366593"	"-5.72964"	"-0.3685257"	""	""
"7967841"	"0.532171"	"2.14e-01"	"-1.366467"	"-5.72979"	"-0.1023412"	"CHFR"	"checkpoint with forkhead and ring finger domains, E3 ubiquitin protein ligase"
"8170630"	"0.532171"	"2.14e-01"	"-1.366448"	"-5.72981"	"-0.1947239"	"PNMA6A"	"paraneoplastic Ma antigen family member 6A"
"8091735"	"0.532171"	"2.14e-01"	"-1.366397"	"-5.72987"	"-0.139864"	""	""
"8172305"	"0.532171"	"2.14e-01"	"1.366363"	"-5.72991"	"0.2262745"	""	""
"8139879"	"0.532171"	"2.14e-01"	"-1.366314"	"-5.72997"	"-0.2008287"	""	""
"7961022"	"0.532218"	"2.14e-01"	"-1.366196"	"-5.73012"	"-0.109822"	"PTMA///PTMA"	"prothymosin, alpha///prothymosin, alpha"
"8159846"	"0.532275"	"2.14e-01"	"-1.366064"	"-5.73027"	"-0.1068583"	""	""
"8159439"	"0.532327"	"2.14e-01"	"1.365915"	"-5.73045"	"0.1250714"	"C9orf172"	"chromosome 9 open reading frame 172"
"8130470"	"0.532327"	"2.14e-01"	"1.365802"	"-5.73059"	"0.1782553"	""	""
"8021919"	"0.532327"	"2.14e-01"	"-1.365794"	"-5.7306"	"-0.0992404"	"TUBBP5///TUBB8///TUBB8P7"	"tubulin beta pseudogene 5///tubulin beta 8 class VIII///tubulin beta 8 class VIII pseudogene 7"
"8063380"	"0.532327"	"2.14e-01"	"-1.365772"	"-5.73063"	"-0.1373522"	""	""
"8080853"	"0.532327"	"2.14e-01"	"-1.365624"	"-5.73081"	"-0.1857103"	""	""
"8031514"	"0.532327"	"2.14e-01"	"1.365601"	"-5.73083"	"0.1574386"	"ZNF865"	"zinc finger protein 865"
"7967109"	"0.532327"	"2.14e-01"	"-1.365544"	"-5.7309"	"-0.1076913"	"C12orf43"	"chromosome 12 open reading frame 43"
"7896409"	"0.532327"	"2.14e-01"	"-1.3655"	"-5.73096"	"-0.2612202"	""	""
"7992614"	"0.532327"	"2.14e-01"	"1.365498"	"-5.73096"	"0.0980716"	"C16orf59"	"chromosome 16 open reading frame 59"
"7979808"	"0.532331"	"2.14e-01"	"1.365387"	"-5.73109"	"0.2040026"	""	""
"8131581"	"0.532331"	"2.14e-01"	"1.365383"	"-5.7311"	"0.4762826"	""	""
"8044133"	"0.532376"	"2.14e-01"	"-1.365256"	"-5.73125"	"-0.1149977"	"NCK2"	"NCK adaptor protein 2"
"8130732"	"0.532376"	"2.14e-01"	"-1.365178"	"-5.73134"	"-0.1622493"	"MPC1"	"mitochondrial pyruvate carrier 1"
"7921119"	"0.532376"	"2.14e-01"	"-1.365115"	"-5.73142"	"-0.1928701"	""	""
"8158928"	"0.532376"	"2.14e-01"	"-1.365102"	"-5.73144"	"-0.122483"	""	""
"7922804"	"0.532392"	"2.14e-01"	"-1.365026"	"-5.73153"	"-0.1365336"	"APOBEC4"	"apolipoprotein B mR0 editing enzyme catalytic polypeptide like 4"
"7907849"	"0.532398"	"2.15e-01"	"1.364964"	"-5.7316"	"0.1282028"	"LHX4"	"LIM homeobox 4"
"7994576"	"0.532442"	"2.15e-01"	"-1.36485"	"-5.73174"	"-0.1197489"	"SNX29P1///SNX29P2///SNX29"	"sorting nexin 29 pseudogene 1///sorting nexin 29 pseudogene 2///sorting nexin 29"
"7999674"	"0.532485"	"2.15e-01"	"1.364665"	"-5.73196"	"0.12186"	"MYH11"	"myosin heavy chain 11"
